0	1	2	10.14285714285715	10.009523809523811
0	2	2	9.97115384615385	54.951923076923066
0	3	2	10.01869158878505	100.07476635514017
0	4	2	10.04807692307692	145.0288461538462
0	5	2	10.047619047619055	190.03809523809525
0	6	2	54.84466019417475	10.009708737864075
0	7	2	54.91346153846154	55.1346153846154
0	8	2	54.921568627450974	99.85294117647058
0	9	2	54.77450980392157	145.01960784313718
0	10	2	55.00000000000001	189.9047619047619
0	11	2	100.08411214953276	10.065420560747665
0	12	2	99.97222222222221	54.9537037037037
0	13	2	100.17647058823529	100.11764705882352
0	14	2	99.94392523364489	144.99999999999994
0	15	2	99.97169811320757	189.99056603773582
0	16	2	144.9722222222222	9.953703703703702
0	17	2	145	55.000000000000014
0	18	2	145.06666666666672	99.82857142857138
0	19	2	145.10377358490564	144.9716981132075
0	20	2	144.98076923076934	190.05769230769238
0	21	2	189.99999999999997	10.02884615384615
0	22	2	189.91588785046727	54.93457943925235
0	23	2	189.92233009708738	100.04854368932038
0	24	2	190	144.9065420560748
0	25	2	190.07843137254895	189.9117647058824
0	26	1	168.5	32.5
0	27	1	103	24
0	28	1	114	1
0	29	1	97.4	181.2
0	30	1	141	83
0	31	1	75.66666666666667	73.33333333333333
0	32	1	121.5	134.5
0	33	1	165.5	127.5
0	34	1	6.5	133.5
0	35	1	68.25	77.75
0	36	1	184.5	43.5
0	37	1	149.5	164.5
0	38	1	57.5	171
0	39	1	77.5	10.5
0	40	1	61	53
0	41	1	24	196
0	42	1	35.4	55.2
0	43	1	72.5	147.5
0	44	1	198	45
0	45	1	164.5	73.5
0	46	1	87	153
0	47	1	111.33333333333333	115.33333333333333
0	48	1	183.5	187.5
0	49	1	124.8	62.8
0	50	1	166.66666666666666	139.33333333333334
0	51	1	109	165
0	52	1	145	106
0	53	1	148.66666666666666	68
0	54	1	175.2	71.6
0	55	1	184	170.5
0	56	1	91.4	117.2
0	57	1	109	26
0	58	1	38	199.66666666666666
0	59	1	17	163
0	60	1	103.25	199
0	61	1	96	163
0	62	1	59	3.6666666666666665
0	63	1	51.5	155.75
0	64	1	82.5	86.25
0	65	1	38.5	163
0	66	1	182	100.66666666666667
0	67	1	74	167.5
0	68	1	136	97.5
0	69	1	191	22
0	70	1	91	16
0	71	1	151	67.75
0	72	1	120.5	11
0	73	1	178	161
0	74	1	161.66666666666666	120.66666666666667
0	75	1	151	96
0	76	1	166	52
0	77	1	105	90
0	78	1	89.5	137
0	79	1	8	197
0	80	1	63	179
0	81	1	73	156.33333333333334
0	82	1	21.2	111
0	83	1	70.66666666666667	99.33333333333333
0	84	1	60.6	103.6
0	85	1	137.5	85
0	86	1	175	45
0	87	1	151.66666666666666	164.66666666666666
0	88	1	43	67.5
0	89	1	165.5	165
0	90	1	85	17
0	91	1	157.5	178.5
0	92	1	85.5	9
0	93	1	13	124
0	94	1	77.5	132.5
0	95	1	123.2	104
0	96	1	177	7
0	97	1	111	12.5
0	98	1	163	126.5
0	99	1	67.33333333333333	199
0	100	1	53.8	111.6
0	101	1	56	25
0	102	1	74	144
0	103	1	186.5	31.5
0	104	1	46.5	25.5
0	105	1	142.33333333333334	23
10	1	2	10.141414141414144	10.070707070707071
10	2	2	9.810000000000002	54.93
10	3	2	10.13	100.16999999999996
10	4	2	10.189999999999996	144.98
10	5	2	10.187499999999998	189.67708333333337
10	6	2	54.521276595744695	10.361702127659571
10	7	2	54.949494949494955	55.18181818181817
10	8	2	54.404494382022456	99.46067415730334
10	9	2	54.90909090909089	144.92929292929284
10	10	2	54.87999999999999	189.76
10	11	2	100.05208333333336	10.000000000000002
10	12	2	100.02000000000001	55.18999999999998
10	13	2	100.05050505050507	100.17171717171718
10	14	2	99.93814432989689	145.2680412371134
10	15	2	99.74736842105263	190.01052631578952
10	16	2	145.03030303030306	9.898989898989898
10	17	2	144.95000000000002	55.029999999999994
10	18	2	144.70652173913047	99.69565217391299
10	19	2	145.1199999999999	145.11999999999992
10	20	2	144.85999999999999	190.07000000000008
10	21	2	190.00000000000003	10.119999999999997
10	22	2	190.1199999999999	55.12000000000001
10	23	2	190.38202247191012	99.70786516853934
10	24	2	189.87999999999997	144.88
10	25	2	190.236559139785	190.12903225806457
10	26	1	167.89843749999991	33.36718750000001
10	27	1	102.88311688311691	24.194805194805195
10	28	1	113.83333333333333	3.6742424242424243
10	29	1	96.80419580419584	178.0979020979021
10	30	1	143.9090909090909	83.10606060606058
10	31	1	75.58252427184469	71.88349514563107
10	32	1	121.5941176470588	134.73529411764704
10	33	1	166.64285714285722	125.99999999999997
10	34	1	7.34831460674157	134.2247191011235
10	35	1	67.8141592920354	77.67256637168138
10	36	1	183.768	43.16799999999999
10	37	1	147.8356164383562	163.43835616438355
10	38	1	58.43065693430655	168.3941605839416
10	39	1	76.8875	12.3
10	40	1	63.77777777777778	54.46296296296297
10	41	1	21.78823529411764	195.435294117647
